Name                   ;Cns  ;RA          De       ;Wv   ;Type ;   Diam ;  Dist;    Age;Aliases                                                ;Notes
Camargo 708            ;Cas  ;01 42 37.0 +63 48 52 ;Op   ;OC?  ;    2.00;      ;       ;                                                       ;Dusty core, impressive
VB73 144 A             ;Cas  ;01 42 54.1 +60 06 13 ;Op   ;OC?  ;    4.00;      ;       ;                                                       ;
NGC 657                ;Cas  ;01 43 23.8 +55 50 24 ;Op   ;OC   ;   11.40;  1934;   8.90;                                                       ;
Camargo 710            ;Cas  ;01 43 37.0 +62 04 02 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;Small dusty core
Cas OB8                ;Cas  ;01 45 14.0 +61 14 40 ;Op   ;OB   ;   90.00;  1770;       ;                                                       ;Large multicenter association
Majaess 26             ;Cas  ;01 45 40.0 +64 16 09 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;
Camargo 709            ;Cas  ;01 46 41.0 +64 14 22 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;Small dusty core
Cas OB10               ;Cas  ;01 47 18.0 +55 40 00 ;Op   ;OB?  ;  200.00;  2170;       ;Ass-41                                                 ;
VB73 55                ;Cas  ;01 47 59.0 +64 08 02 ;Op   ;OC?  ;    6.00;      ;       ;                                                       ;
Camargo 711            ;Cas  ;01 48 30.0 +64 09 05 ;Op   ;OC?  ;    1.40;      ;       ;                                                       ;Dusty stellar core
TC 0150+5930           ;Cas  ;01 50 16.5 +59 30 40 ;Op   ;OC?  ;    1.80;      ;       ;                                                       ;
TC 0150+5931           ;Cas  ;01 50 46.0 +59 31 12 ;Op   ;OC?  ;    7.50;      ;       ;                                                       ;
S 1                    ;Cas  ;01 50 51.0 +61 05 28 ;Op   ;OC   ;    4.00;  2200;       ;                                                       ;New cluster superimposed in Berkeley 6 (Lata+ 2010)
TC 0151+5944           ;Cas  ;01 51 02.0 +59 44 30 ;Op   ;OC?  ;    2.70;      ;       ;                                                       ;
IC 166                 ;Cas  ;01 52 22.6 +61 51 25 ;Op   ;OC   ;    7.20;  4909;   8.92;Tombaugh 3                                             ;
Iss 13                 ;Cas  ;01 52 24.1 +63 40 53 ;Op   ;OC?  ;    5.90;      ;       ;VB73 58                                                ;Fine
Camargo 713            ;Cas  ;01 52 43.0 +61 35 58 ;Op   ;OC?  ;    3.20;      ;       ;                                                       ;Impressive
Iss 14                 ;Cas  ;01 54 09.5 +64 34 49 ;Op   ;OC?  ;    7.10;      ;       ;VB73 59                                                ;
Czernik 5              ;Cas  ;01 55 42.5 +61 21 14 ;Op   ;OC   ;    4.40;  3882;   8.67;FSR 570                                                ;
Cesar 1                ;Cas  ;01 57 15.0 +63 20 35 ;Op   ;OC?  ;   17.00;  2703;       ;DSH J0157+6320                                         ;The Pregnant Male Seahorse asterism near PN IC 1747
BDB 103                ;Cas  ;01 57 19.7 +63 29 24 ;IR   ;OC   ;   46.80;  2400;   6.59;IRAS 01546+6319                                        ;
Per OB1 A              ;Cas  ;01 58 00.0 +60 17 00 ;Op   ;OB   ;   84.00;  1610;       ;                                                       ;
VB73 64                ;Cas  ;01 58 02.9 +65 30 28 ;Op   ;OC?  ;    9.00;      ;       ;                                                       ;
Camargo 714            ;Cas  ;01 58 32.0 +61 40 35 ;Op   ;OC?  ;    5.00;      ;       ;                                                       ;
PTB 10                 ;Cas  ;01 58 40.0 +68 03 13 ;IR   ;OC?  ;   60.00;   289;       ;BDB 102                                                ;Only 8 f GDR2 s*
Berkeley 8             ;Cas  ;02 01 13.4 +75 29 20 ;Op   ;OC   ;    9.20;  3580;   9.08;FSR 545                                                ;
Lotkin-Popova 2        ;Cas  ;02 01 15.6 +62 15 36 ;Op   ;OC   ;   26.00;  3077;  7.20 ;FF 1872, FF 1882, FF 556, FF 1924, FF 1930, FF 1907    ;    
Majaess 27             ;Cas  ;02 01 18.0 +67 45 34 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;
Camargo 716            ;Cas  ;02 01 31.0 +60 32 42 ;Op   ;OC   ;    6.00;  3100;   6.30;                                                       ;Prominent
Iss 57                 ;Cas  ;02 01 42.0 +61 55 34 ;Op   ;OC?  ;    4.30;      ;       ;VB73 161                                               ;
ME95 Cl 1              ;Cas  ;02 04 06.0 +64 42 00 ;Op   ;OC?  ;   72.00;  1093;       ;Melnik-Efremov 1, CLUST 1                              ;
Digel Cloud 1A Cl      ;Cas  ;02 04 15.2 +63 14 33 ;IR   ;OC   ;    0.47; 13500;   5.88;IKY14 1                                                ;
Digel Cloud 1B Cl      ;Cas  ;02 05 07.2 +63 04 42 ;IR   ;OC   ;    0.93; 13500;   5.88;IKY14 2                                                ;
FSR 561                ;Cas  ;02 05 53.8 +67 44 42 ;Op   ;OC   ;   16.20;  1466;   8.24;                                                       ;
Riddle 4               ;Cas  ;02 07 26.9 +60 15 36 ;Op   ;OC   ;    4.40;  2719;   8.34;Camargo 717                                            ;
BDB 104                ;Cas  ;02 08 07.7 +60 45 00 ;IR   ;OC   ;   32.40;  2735;   6.25;AFGL 5066 Cl, IRAS 02044+6031, BDSB 162                ;
BDB 105                ;Cas  ;02 08 27.0 +60 11 46 ;IR   ;OC?  ;    1.60;      ;       ;IRAS 02048+5957                                        ;
BDB 106                ;Cas  ;02 08 42.0 +60 26 13 ;IR   ;OC   ;   15.00;  2726;   6.80;IRAS 02054+6011                                        ;
Camargo 718            ;Cas  ;02 10 20.0 +60 50 07 ;Op   ;OC?  ;    3.00;      ;       ;                                                       ;Impressive, dusty stellar core
Steine 7               ;Cas  ;02 11 58.0 +64 11 44 ;Op   ;OC?  ;    1.70;      ;       ;                                                       ;
Alessi J0213+6351      ;Cas  ;02 13 05.0 +63 51 44 ;Op   ;OC?  ;   12.00;      ;       ;                                                       ;
Steine 8               ;Cas  ;02 13 24.0 +64 13 30 ;Op   ;OC?  ;    1.30;      ;       ;                                                       ;
Per OB1 B              ;Cas  ;02 13 54.0 +59 35 52 ;Op   ;OB   ;   54.00;  1600;       ;                                                       ;In Per OB1, superimp. Stock 2
Camargo 721            ;Cas  ;02 15 14.0 +60 00 04 ;Op   ;OC?  ;    4.00;      ;       ;                                                       ;
Camargo 723            ;Cas  ;02 15 24.0 +59 52 02 ;IR   ;OC?  ;    6.00;      ;       ;                                                       ;
Stock 2                ;Cas  ;02 15 25.4 +59 31 19 ;Op   ;OC   ;  123.60;   375;   8.23;OPD 36, OPD 47                                         ;Not Per OB1 B
Camargo 719            ;Cas  ;02 17 17.0 +61 57 09 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;Poor
Majaess 28             ;Cas  ;02 17 27.0 +65 59 37 ;IR   ;OC?  ;   11.00;      ;       ;                                                       ;
Camargo 720            ;Cas  ;02 18 16.0 +61 54 05 ;IR   ;OC?  ;    6.00;      ;       ;                                                       ;
Camargo 724            ;Cas  ;02 19 22.0 +61 07 09 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;In shock, poor, stellar dusty core, in group
Camargo 730            ;Cas  ;02 21 05.0 +61 06 06 ;IR   ;OC?  ;    6.00;      ;       ;                                                       ;In group
Camargo 728            ;Cas  ;02 21 08.0 +61 27 18 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;In shock, impressive, poor
Camargo 722            ;Cas  ;02 21 26.0 +62 02 07 ;IR   ;OC?  ;    3.00;      ;       ;                                                       ;
SAI 18                 ;Cas  ;02 21 54.6 +61 06 57 ;IR   ;OC?  ;    5.60;      ;       ;GLM-G360 123                                           ;
Camargo 729            ;Cas  ;02 22 41.0 +61 48 43 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;Incl dusty structure
Camargo 727            ;Cas  ;02 22 57.0 +61 58 41 ;IR   ;OC?  ;    7.00;      ;       ;                                                       ;Loose, little dust
Camargo 725            ;Cas  ;02 23 02.0 +62 10 45 ;IR   ;OC?  ;    6.00;      ;       ;                                                       ;Loose, little dust
NGC 886                ;Cas  ;02 23 26.9 +63 45 18 ;Op   ;OC   ;   40.80;  1017;   8.75;Stock 6                                                ;
Camargo 731            ;Cas  ;02 24 30.0 +62 03 31 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;Faint
van Wulfen 34          ;Cas  ;02 24 38.0 +61 33 15 ;Op   ;OC?  ;    5.50;      ;       ;                                                       ;5.5 x 4.5 (slightly elongated north-south), 7.5 west of double star STF257
Camargo 736            ;Cas  ;02 24 40.0 +61 25 19 ;IR   ;OC?  ;    6.00;      ;       ;                                                       ;Small stellar core
Camargo 726            ;Cas  ;02 24 58.6 +62 37 59 ;Op   ;OC?  ;    3.60;      ;       ;                                                       ;Little dust
BDSB 54                ;Cas  ;02 25 27.0 +62 03 33 ;IR   ;OC?  ;    1.10;      ;       ;                                                       ;Close pair or same as Bica 217
NGC 896                ;Cas  ;02 25 30.9 +62 00 06 ;IR   ;OC   ;    4.80;  2045;   6.54;                                                       ;
Bica 217               ;Cas  ;02 25 32.0 +62 03 25 ;IR   ;OC   ;    0.90;      ;       ;                                                       ;
BDSB 55                ;Cas  ;02 25 32.0 +62 06 48 ;IR   ;OC?  ;    1.20;      ;       ;                                                       ;Pair with W3 Main
BDSB 56                ;Cas  ;02 25 35.0 +62 05 36 ;IR   ;OC?  ;    1.90;      ;       ;                                                       ;
Camargo 741            ;Cas  ;02 25 39.0 +61 13 33 ;IR   ;OC   ;    6.00;  2800;   6.00;                                                       ;Small dusty stellar core
W3 Main                ;Cas  ;02 25 43.4 +62 06 18 ;IR   ;OC   ;    4.40;  2045;   6.30;BDB 107, W3-IRS5 Cl                                    ;Massive star-forming region W3 IRS5
Camargo 739            ;Cas  ;02 25 47.5 +61 20 55 ;IR   ;OC?  ;    0.20;      ;       ;                                                       ;Very close pair with Camargo 740
Camargo 740            ;Cas  ;02 25 51.1 +61 20 51 ;IR   ;OC?  ;    0.40;      ;       ;                                                       ;Very close pair with Camargo 739
Camargo 734            ;Cas  ;02 25 58.0 +61 58 27 ;IR   ;OC?  ;    4.00;      ;       ;                                                       ;Rather faint, in group
IC 1795 N              ;Cas  ;02 26 16.6 +62 06 14 ;IR   ;OC   ;    5.40;  2045;   6.60;                                                       ;
Camargo 738            ;Cas  ;02 26 33.0 +61 41 16 ;IR   ;OC?  ;    5.00;      ;       ;                                                       ;Dust core, rather faint
BDB 108                ;Cas  ;02 26 34.1 +61 59 17 ;IR   ;OC   ;   22.80;  1835;   7.50;SAI 19, Mamajek 16, W3(OH) Cl, IRAS 02232+6138         ;Also d=2045
IC 1795                ;Cas  ;02 26 40.2 +62 00 18 ;IR   ;OC   ;    4.20;  2045;   6.48;                                                       ;
W3(OH) cluster-A       ;Cas  ;02 27 03.5 +61 52 33 ;IR   ;OC   ;    2.20;  2045;   6.48;                                                       ;
TC 0227+7239           ;Cas  ;02 27 04.0 +72 39 24 ;Op   ;OC?  ;   12.00;      ;       ;                                                       ;Pair with Majaess 29
FSR 584                ;Cas  ;02 27 12.5 +61 37 41 ;Op   ;OC   ;   11.20;  1400;   9.10;SAI 20, Camargo 742                                    ;
Camargo 737            ;Cas  ;02 27 16.0 +62 00 05 ;Op   ;OC?  ;    3.00;      ;       ;                                                       ;In group, poor
W3(OH) cluster-B       ;Cas  ;02 27 16.4 +61 54 16 ;IR   ;OC   ;    1.80;  2045;   6.48;IC 1795 Cl 1, TMWR 1 Cl, BDB 109                       ;
W3(OH) cluster-C       ;Cas  ;02 27 21.4 +61 54 57 ;IR   ;OC   ;    1.70;  2045;   6.48;IC 1795 Cl 2, TMWR 2 Cl, BDB 110                       ;
Majaess 29             ;Cas  ;02 28 07.0 +72 37 35 ;IR   ;OC?  ;   11.00;      ;       ;                                                       ;Includes BDSB 53
Bica 222               ;Cas  ;02 28 08.0 +61 30 38 ;IR   ;OC   ;    2.00;      ;       ;                                                       ;Near Camargo 744
Camargo 744            ;Cas  ;02 28 18.0 +61 32 06 ;IR   ;OC?  ;    4.50;      ;       ;                                                       ;Impressive, wind, include substructures
BDSB 53                ;Cas  ;02 28 18.0 +72 37 48 ;Op   ;OC?  ;    1.30;      ;       ;                                                       ;
BDB 111                ;Cas  ;02 28 22.0 +61 28 29 ;IR   ;OC?  ;    1.70;      ;       ;AFGL 333 Cl, IRAS 02245+6115                           ;
FSR 568                ;Cas  ;02 28 55.2 +72 11 24 ;Op   ;OC   ;   19.20;  2301;   9.00;                                                       ;
BDB 112                ;Cas  ;02 29 02.0 +61 33 33 ;IR   ;OC?  ;    2.00;      ;       ;IC 1805-West Cl, BRC5 Cl, IRAS 02252+6120              ;
Camargo 743            ;Cas  ;02 29 08.0 +62 06 24 ;Op   ;OC?  ;    2.40;      ;       ;                                                       ;In half bubble
Tombaugh 4             ;Cas  ;02 29 13.2 +61 47 13 ;Op   ;OC   ;    6.60;  3295;   8.70;Camargo 745                                            ;
Bica 221               ;Cas  ;02 29 27.0 +62 11 27 ;Op   ;OC   ;    6.00;      ;       ;                                                       ;
Markarian 6            ;Cas  ;02 29 43.4 +60 37 37 ;Op   ;OC   ;   33.50;   680;   7.21;Stock 7, Biurakan 4, Abt 1                             ;
Camargo 752            ;Cas  ;02 29 45.0 +60 57 28 ;Op   ;OC?  ;    4.00;      ;       ;                                                       ;In shock,poor
Ferrero 38             ;Cas  ;02 30 25.6 +59 46 49 ;Op   ;OC   ;   66.00;  3356;   8.44;                                                       ;
Prestgard 6            ;Cas  ;02 30 32.0 +59 46 00 ;Op   ;OC?  ;    1.00;      ;       ;                                                       ;
Lotkin-Popova 6        ;Cas  ;02 30 36.0 +60 48 36 ;Op   ;OC   ;    6.00;  2469;  7.62 ;                                                       ;
FSR 566                ;Cas  ;02 30 43.0 +73 00 52 ;Op   ;OC?  ;    2.40;      ;       ;                                                       ;
Camargo 748            ;Cas  ;02 31 02.0 +61 41 08 ;Op   ;OC?  ;    3.00;      ;       ;                                                       ;
FSR 569                ;Cas  ;02 31 08.4 +72 28 48 ;Op   ;OC   ;   15.60;  2375;   8.38;                                                       ;
Camargo 746            ;Cas  ;02 31 55.0 +62 03 33 ;Op   ;OC?  ;    3.60;      ;       ;                                                       ;Impressive shock, dusty core
Camargo 754            ;Cas  ;02 31 59.0 +61 04 26 ;Op   ;OC?  ;    4.80;      ;       ;                                                       ;In shock
